row_id,run_id,depl,model,pcpu ,tcpu
1,1,ONNX,mnist,0.8231034482758619,190.84741379310339
2,1,ONNX,cifar10,0.5926732673267328,184.3029702970297
3,1,ONNX,emotion,0.401304347826087,174.295652173913
4,1,ONNX,yolov4,0.5360606060606061,184.0636363636363
5,1,SCLB,mnist,0.47235294117647064,98.31617647058818
6,1,SCLB,cifar10,0.33602649006622515,89.60927152317868
7,1,SCLB,emotion,0.5735251798561151,92.05971223021577
8,1,SCLB,yolov4,0.32418439716312064,90.55177304964533
9,1,DOCKER,mnist,0.5183076923076922,190.30000000000007
10,1,DOCKER,cifar10,0.6171296296296296,179.761111111111
11,1,DOCKER,emotion,0.5181159420289856,176.91594202898557
12,1,DOCKER,yolov4,0.5809009009009009,178.20090090090085
13,2,ONNX,mnist,0.57925,188.08583333333326
14,2,ONNX,cifar10,0.4921428571428571,185.33367346938772
15,2,ONNX,emotion,0.36852941176470594,175.7073529411765
16,2,ONNX,yolov4,0.6671134020618558,185.74432989690715
17,2,SCLB,mnist,0.5315384615384615,96.55524475524469
18,2,SCLB,cifar10,0.3651700680272109,92.05850340136048
19,2,SCLB,emotion,0.5018493150684931,89.95958904109578
20,2,SCLB,yolov4,0.39884057971014486,91.17971014492745
21,2,DOCKER,mnist,0.5784126984126985,191.5349206349207
22,2,DOCKER,cifar10,0.42098039215686284,183.2225490196078
23,2,DOCKER,emotion,0.3783561643835617,176.52328767123285
24,2,DOCKER,yolov4,0.44281818181818183,177.84909090909082
25,3,ONNX,mnist,0.6594117647058823,189.6176470588235
26,3,ONNX,cifar10,0.4684466019417476,181.04466019417475
27,3,ONNX,emotion,0.2826760563380282,173.72112676056338
28,3,ONNX,yolov4,0.6681000000000001,184.47199999999992
29,3,SCLB,mnist,0.379290780141844,97.20992907801414
30,3,SCLB,cifar10,0.327112676056338,93.67535211267595
31,3,SCLB,emotion,0.29276595744680856,91.70567375886515
32,3,SCLB,yolov4,0.35434782608695664,91.54347826086949
33,3,DOCKER,mnist,0.8454330708661416,192.66614173228353
34,3,DOCKER,cifar10,0.5493518518518519,180.52314814814812
35,3,DOCKER,emotion,0.3128767123287671,172.99041095890416
36,3,DOCKER,yolov4,0.7306422018348625,179.0266055045871
37,4,ONNX,mnist,0.9464655172413794,188.74741379310342
38,4,ONNX,cifar10,0.44686274509803925,181.49215686274508
39,4,ONNX,emotion,0.4680645161290323,180.37419354838707
40,4,ONNX,yolov4,0.6362886597938143,184.6917525773195
41,4,SCLB,mnist,0.23739130434782613,97.7934782608695
42,4,SCLB,cifar10,0.2590140845070423,92.39718309859146
43,4,SCLB,emotion,0.24243055555555554,90.45694444444435
44,4,SCLB,yolov4,0.2518518518518519,92.54962962962952
45,4,DOCKER,mnist,0.412063492063492,193.35714285714297
46,4,DOCKER,cifar10,0.3037142857142857,183.06190476190469
47,4,DOCKER,emotion,0.23328571428571426,181.88714285714283
48,4,DOCKER,yolov4,0.29596330275229354,179.3853211009174
49,5,ONNX,mnist,0.38767241379310347,191.17413793103447
50,5,ONNX,cifar10,0.37551401869158885,180.50934579439237
51,5,ONNX,emotion,0.17808219178082196,170.80136986301378
52,5,ONNX,yolov4,0.37893203883495147,176.32912621359222
53,5,SCLB,mnist,0.27429577464788735,96.63169014084502
54,5,SCLB,cifar10,0.21655844155844153,88.33246753246748
55,5,SCLB,emotion,0.19613333333333335,88.49133333333323
56,5,SCLB,yolov4,0.20126760563380275,88.73873239436611
57,5,DOCKER,mnist,0.4475590551181102,192.92677165354337
58,5,DOCKER,cifar10,0.3665000000000001,187.69899999999998
59,5,DOCKER,emotion,0.19972972972972977,172.9094594594595
60,5,DOCKER,yolov4,0.3379439252336448,182.22803738317745
61,6,ONNX,mnist,0.47862068965517246,190.85431034482755
62,6,ONNX,cifar10,0.31489999999999996,184.79899999999998
63,6,ONNX,emotion,0.2093846153846154,178.03846153846152
64,6,ONNX,yolov4,0.2731775700934579,175.85607476635508
65,6,SCLB,mnist,0.22926470588235295,98.69338235294114
66,6,SCLB,cifar10,0.20520270270270266,91.0668918918918
67,6,SCLB,emotion,0.21666666666666667,92.10496453900704
68,6,SCLB,yolov4,0.200709219858156,90.78865248226941
69,6,DOCKER,mnist,0.3442748091603054,190.0312977099237
70,6,DOCKER,cifar10,0.38862745098039214,183.80098039215687
71,6,DOCKER,emotion,0.21913043478260869,177.6159420289855
72,6,DOCKER,yolov4,0.29128440366972475,177.8137614678898
73,7,ONNX,mnist,0.34525,189.53583333333327
74,7,ONNX,cifar10,0.34695238095238096,179.3085714285713
75,7,ONNX,emotion,0.23816901408450705,174.02112676056333
76,7,ONNX,yolov4,0.3879797979797979,185.12222222222212
77,7,SCLB,mnist,0.2696376811594203,98.44130434782606
78,7,SCLB,cifar10,0.23066666666666677,90.2299999999999
79,7,SCLB,emotion,0.20818181818181813,91.24755244755234
80,7,SCLB,yolov4,0.1871942446043166,91.54388489208627
81,7,DOCKER,mnist,0.2628346456692914,194.69606299212612
82,7,DOCKER,cifar10,0.24278846153846154,186.33076923076916
83,7,DOCKER,emotion,0.16027397260273973,173.954794520548
84,7,DOCKER,yolov4,0.22555555555555554,179.54074074074066
85,8,ONNX,mnist,0.2872321428571429,192.42321428571424
86,8,ONNX,cifar10,0.2812844036697248,179.0559633027522
87,8,ONNX,emotion,0.1444285714285714,172.4585714285715
88,8,ONNX,yolov4,0.2622222222222223,183.51818181818177
89,8,SCLB,mnist,0.15475524475524477,96.4531468531468
90,8,SCLB,cifar10,0.16014084507042256,92.3084507042253
91,8,SCLB,emotion,0.17237762237762236,89.52867132867122
92,8,SCLB,yolov4,0.1413669064748202,89.65539568345316
93,8,DOCKER,mnist,0.25984126984126993,193.77460317460321
94,8,DOCKER,cifar10,0.2481132075471698,183.46320754716973
95,8,DOCKER,emotion,0.15287671232876715,175.04109589041093
96,8,DOCKER,yolov4,0.24,177.9953271028036
97,9,ONNX,mnist,0.29750000000000015,188.18249999999995
98,9,ONNX,cifar10,0.2532692307692308,180.41538461538454
99,9,ONNX,emotion,0.16492537313432845,177.65074626865663
100,9,ONNX,yolov4,0.2386666666666667,177.98285714285709
101,9,SCLB,mnist,0.18149253731343287,98.15597014925369
102,9,SCLB,cifar10,0.15600000000000008,88.46967741935478
103,9,SCLB,emotion,0.14253424657534258,89.87191780821907
104,9,SCLB,yolov4,0.16402877697841725,89.03309352517978
105,9,DOCKER,mnist,0.25864661654135346,190.08872180451132
106,9,DOCKER,cifar10,0.2586138613861387,187.08019801980194
107,9,DOCKER,emotion,0.1467142857142857,178.3128571428571
108,9,DOCKER,yolov4,0.20889908256880735,178.24311926605498
109,10,ONNX,mnist,0.266140350877193,189.76140350877188
110,10,ONNX,cifar10,0.2225,182.17788461538444
111,10,ONNX,emotion,0.13558823529411765,177.48676470588236
112,10,ONNX,yolov4,0.25163461538461546,174.78173076923073
113,10,SCLB,mnist,0.1622058823529412,98.13088235294114
114,10,SCLB,cifar10,0.16127516778523493,89.57583892617444
115,10,SCLB,emotion,0.15054054054054064,87.75675675675669
116,10,SCLB,yolov4,0.13333333333333341,89.91231884057964
117,10,DOCKER,mnist,0.29055118110236233,191.81574803149613
118,10,DOCKER,cifar10,0.23820754716981135,183.377358490566
119,10,DOCKER,emotion,0.14178082191780822,173.00136986301374
120,10,DOCKER,yolov4,0.21663636363636363,179.79454545454533
